BRAND;ADDRESS;RATING;UAB;UABWEEK;UABMON;UABTUE;UABWED;UABTHU;UABFRI;UABSAT;UABSUN;PARKLOT;OPENTIME;OPEN6AM;OPEN7AM;OPEN8AM;OPENAFTER8;REVIEWS;AVGTIME;WORK_24HRS;SUNDAYS;WORSTREVIEWS;lat;long;DISTCENT;Open_hour_Mo;Open_hour_Di;Open_hour_Mi;Open_hour_Do;Open_hour_Fr;Open_hour_Sa;Open_hour_So;COMCENTER;NUM_COMMENTS;NEG_COMMENTPRICE;NEG_COMMENTFOOD;NEGPOS_RATIO;POSNEG_RATIO;NEG_REVIEWS;POS_REVIEWS;perc_BH
REWE Markt;Pasteurstraﬂe 19, 10407 Berlin;3.5;8;1;0;1;0;0;0;7;0;1;2;0;1;0;0;776;20;0;0;172;52.53344;13.43432;4.284244755;14.8;14.8;14.8;14.8;14.8;14.8;0;0;56;41;2;0.436681223;2.29;200;458;0.09
REWE Markt;Pichelsdorfer Str. 110, 13595 Berlin;3.8;29;20;3;5;3;3;6;9;0;0;1;1;0;0;0;664;15;0;0;57;52.5246832;13.1977523;12.22498921;16;16;16;16;16;16;0;0;12;10;1;0.251152074;3.981651376;109;434;0.3
EDEKA Schlender;Pistoriusstraﬂe 112-114, 13086 Berlin;4.1;15;12;0;2;4;2;4;3;0;0;2;0;1;0;0;886;20;0;0;55;52.5533357;13.4460359;6.199141185;14;14;14;14;14;14;0;0;7;1;0;0.113342898;8.82278481;79;697;0.18
EDEKA Potsdamer Chaussee;Potsdamer Ch 80, 14129 Berlin;4.1;15;7;0;0;0;0;7;8;0;1;2;0;1;0;0;928;25;0;0;71;52.4268684;13.2158798;14.81459406;15;15;15;15;15;15;0;0;37;3;0;0.155988858;6.410714286;112;718;0.17
REWE Markt;Potsdamer Str. 128, 10783 Berlin;4.1;7;3;0;1;2;0;0;4;0;1;2;0;1;0;0;1267;15;0;0;48;52.499139;13.3621897;2.178024769;15;15;15;15;15;15;0;0;19;2;0;0.103909465;9.623762376;101;972;0.08
REWE Markt;Prerower Pl. 1, 13051 Berlin;4.1;19;11;0;2;4;1;4;8;0;1;3;0;0;1;0;900;15;0;0;47;52.5646738;13.5065741;10.25450865;12;12;12;12;12;12;0;1;1;0;0;0.114492754;8.734177215;79;690;0.26
REWE Markt;Randowstraﬂe 3, 13057 Berlin;4.2;18;13;1;3;3;2;4;5;0;1;2;0;1;0;0;868;20;0;0;49;52.5670071;13.5277709;11.62404636;15;15;15;15;15;15;0;1;23;2;1;0.106891702;9.355263158;76;711;0.2
EDEKA Friedrich;Raoul-Wallenberg-Straﬂe 18, 12679 Berlin;4.1;27;21;0;7;6;3;5;6;0;1;2;0;1;0;0;1315;20;0;0;67;52.5488807;13.5525395;12.38318403;14;14;14;14;14;14;0;0;58;6;2;0.126570048;7.900763359;131;1035;0.32
REWE Markt;Rauchstraﬂe 56, 13587 Berlin;4.1;20;10;0;2;4;0;4;10;0;1;2;0;1;0;0;1297;15;0;0;84;52.5615469;13.2138665;12.18406504;15;15;15;15;15;15;0;0;25;2;0;0.128256513;7.796875;128;998;0.22
EDEKA Groben;Reichsstraﬂe 94, 14052 Berlin;3.8;20;11;0;4;6;0;1;9;0;1;2;0;1;0;0;394;15;0;0;40;52.5130139;13.2657016;7.596218212;15;15;15;15;15;15;0;0;18;15;3;0.248091603;4.030769231;65;262;0.22
EDEKA Pohl;Rheinsteinstraﬂe 4-12, 10318 Berlin;4;12;8;0;3;2;0;3;4;0;1;2;0;1;0;0;585;20;0;0;45;52.4828578;13.5275327;10.8135417;16;15;16;16;16;16;0;0;32;7;2;0.166281755;6.013888889;72;433;0.13
REWE Markt;Rheinstraﬂe 30, 12161 Berlin;4;20;10;0;3;2;2;3;10;0;0;1;1;0;0;0;628;15;0;0;44;52.4669985;13.3301111;6.363650609;16;16;16;16;16;16;0;0;26;5;2;0.174840085;5.719512195;82;469;0.21
EDEKA Reim;Rhinstraﬂe 17, 10315 Berlin;4;17;8;0;3;2;0;3;9;0;1;2;0;1;0;0;1786;15;0;0;120;52.51364;13.5177212;9.489851716;17;17;19;19;19;16.5;0;0;17;3;0;0.168881939;5.921296296;216;1279;0.16
REWE Markt;Ribnitzer Str. 26, 13051 Berlin;3.9;18;10;1;3;4;2;0;8;0;1;2;0;1;0;0;843;20;0;0;69;52.5696388;13.4947442;9.903226928;15;15;15;15;15;15;0;0;63;31;12;0.206779661;4.836065574;122;590;0.2
EDEKA Siegler;Richard-von-Weizs‰cker-Platz 1-2, 10827 Berlin;4;4;0;0;0;0;0;0;4;0;1;3;0;0;1;0;351;20;0;0;27;52.4858582;13.3569874;3.665477309;12;12;12;12;12;12;0;1;5;0;0;0.167286245;5.977777778;45;269;0.06
EDEKA Schaaf;Riesaer Str. 102, 12627 Berlin;3.9;28;22;4;4;4;3;7;6;0;1;2;0;1;0;0;1159;20;0;0;97;52.5302409;13.6208334;16.54065262;14;14;14;14;14;14;0;0;52;18;0;0.192771084;5.1875;160;830;0.33
ALDI Nord;Ritterfelddamm 200, 14089 Berlin;4.3;5;1;0;0;0;0;1;4;0;1;2;0;1;0;0;502;20;0;0;21;52.4707808;13.1248509;17.8702472;14;14;14;14;14;14;0;0;18;1;0;0.08254717;12.11428571;35;424;0.06
EDEKA Lenkeit;Rixdorfer Str. 67-69, 12109 Berlin;4.2;8;1;0;0;0;0;1;7;0;1;2;0;1;0;0;1189;20;0;0;50;52.4479812;13.4046596;7.818983503;15;15;15;15;15;15;0;0;25;2;0;0.085774059;11.65853659;82;956;0.09
EDEKA Rosenthaler Straﬂe;Rosenthaler Str. 43-45, 10178 Berlin;3.7;17;10;1;3;2;2;2;7;0;1;3;0;0;1;0;235;15;0;0;27;52.5240269;13.4029993;1.918438048;14;14;14;14;14;14;0;0;5;4;0;0.270833333;3.692307692;39;144;0.2
REWE Markt;Rosenthaler Weg 74, 13127 Berlin;3.8;10;1;0;0;0;0;1;9;0;1;2;0;1;0;0;692;20;0;0;57;52.6070601;13.428984;10.68534853;15;15;15;15;15;15;0;0;3;3;0;0.226012793;4.424528302;106;469;0.11
EDEKA Friedrich;Rotkamp 2-6, 13053 Berlin;4.6;19;16;0;4;5;4;3;3;0;1;2;0;1;0;0;122;15;0;0;1;52.5610739;13.5090459;10.1956959;14;14;14;14;14;14;0;0;0;0;0;0.018018018;55.5;2;111;0.23
EDEKA Teschke;Rudower Str. 21, 12351 Berlin;3.8;18;12;0;5;1;0;6;6;0;1;3;0;0;1;0;1019;20;0;0;109;52.4417994;13.4589843;9.955005773;14;14;14;14;14;14;0;0;86;51;18;0.220196353;4.541401274;157;713;0.21
REWE Markt;Rummelsburger Str. 16, 12459 Berlin;4.2;16;7;0;2;2;0;3;9;0;1;1;1;0;0;0;1506;20;0;0;65;52.4693917;13.5126375;10.52990507;16;16;16;16;16;16;0;0;25;2;0;0.080450523;12.43;100;1243;0.17
EDEKA Tozlu;Ruppiner Ch 301, 13503 Berlin;4.2;4;0;0;0;0;0;0;4;0;1;2;0;1;0;0;485;20;0;0;21;52.6183888;13.2390643;14.73817523;15;15;15;15;15;15;0;0;13;1;0;0.096202532;10.39473684;38;395;0.04
REWE Markt;Rustweg 1, 13587 Berlin;4.3;16;6;0;0;2;0;4;10;0;1;2;0;1;0;0;952;20;0;0;37;52.5758891;13.2133842;12.9529072;16;16;16;16;16;16;0;0;6;0;0;0.079800499;12.53125;64;802;0.17
REWE Markt;Sakrower Landstraﬂe 1A, 14089 Berlin;4;17;13;0;4;4;4;1;4;0;1;2;0;1;0;0;466;15;0;0;29;52.4529445;13.142965;17.40484542;15;15;15;15;15;15;0;0;26;5;2;0.12797619;7.813953488;43;336;0.19
EDEKA Haase;Salzbrunner Str. 18-20, 14193 Berlin;3.9;12;5;0;1;2;1;1;7;0;0;2;0;1;0;0;340;15;0;0;25;52.4891659;13.294287;6.407690343;14;14;14;14;14;14;0;0;3;2;0;0.2;5;47;235;0.14
EDEKA Schaaf;Schillingstraﬂe 2, 10179 Berlin;3.6;14;10;0;2;5;0;3;4;0;0;2;0;1;0;0;170;15;0;0;28;52.5173299;13.4207074;2.91546395;15;15;15;15;15;15;0;0;18;16;2;0.41509434;2.409090909;44;106;0.16
REWE Markt;Schivelbeiner Str. 38, 10439 Berlin;4.2;15;4;0;1;2;0;1;11;0;1;2;0;1;0;0;1726;20;0;0;100;52.5507225;13.4100307;4.415488567;16.5;16.5;16.5;16.5;16.5;16.5;0;0;83;7;1;0.106082037;9.426666667;150;1414;0.15
REWE Markt;Schlangenbader Str. 25, 14197 Berlin;4;13;5;0;0;0;0;5;8;0;1;1;1;0;0;0;805;20;0;0;53;52.4727627;13.307828;6.774261026;16;16;16;16;16;16;0;0;46;7;1;0.157264957;6.358695652;92;585;0.14
EDEKA Center No. 1;Schloﬂstraﬂe 1, 12163 Berlin;4.4;7;0;0;0;0;0;0;7;0;1;2;0;1;0;0;319;15;0;0;22;52.4649;13.3261482;6.702174499;15;15;15;15;15;15;0;1;17;1;0;0.110701107;9.033333333;30;271;0.08
EDEKA Schloﬂstraﬂe;Schloﬂstraﬂe 10, 12163 Berlin;4.1;5;0;0;0;0;0;0;5;0;1;4;0;0;0;1;11233;10;0;0;364;52.4627274;13.3246775;6.960693517;10;10;10;10;10;10;0;1;339;16;4;0.101215052;9.87995338;858;8477;0.08
EDEKA Heppner;Schloﬂstraﬂe 98, 12163 Berlin;3.9;14;9;0;4;2;1;2;5;0;1;3;0;0;1;0;627;15;0;0;25;52.4589683;13.3234641;7.36303844;13;13;13;13;13;13;0;0;8;3;1;0.143203883;6.983050847;59;412;0.18
EDEKA Center Untergehrer;Schnellerstraﬂe 131, 12439 Berlin;4.5;5;0;0;0;0;0;0;5;0;1;2;0;1;0;0;3076;30;0;0;96;52.4576649;13.5097925;11.07883502;15;15;15;15;15;15;0;0;88;2;1;0.053571429;18.66666667;147;2744;0.06
REWE Markt;Schnellerstraﬂe 74, 12439 Berlin;4.3;9;0;0;0;0;0;0;9;0;1;1;1;0;0;0;1261;20;0;0;45;52.4514391;13.5296408;12.57711822;15.5;15.5;15.5;15.5;15.5;15.5;0;0;3;0;0;0.072368421;13.81818182;77;1064;0.1
REWE Markt;Schˆnefelder Ch 1, 12524 Berlin;4;6;1;0;0;1;0;0;5;0;1;1;1;0;0;0;908;20;0;0;64;52.4180452;13.5365909;15.35185322;16;16;16;16;16;16;0;0;5;1;0;0.144560358;6.917525773;97;671;0.06
REWE Markt;Schˆnhauser Allee 10-11, 10119 Berlin;4.2;13;5;1;4;0;0;0;8;0;1;2;0;1;0;0;590;20;0;0;29;52.5303884;13.4117549;2.790587283;16.5;16.5;16.5;16.5;16.5;16.5;0;0;16;1;0;0.098765432;10.125;48;486;0.13
REWE Markt;Schˆnhauser Allee 130, 10437 Berlin;3.9;18;10;3;0;3;2;2;8;0;0;1;1;0;0;0;637;15;0;0;47;52.5453987;13.412384;4.003285912;17.5;17.5;17.5;17.5;17.5;17.5;0;0;4;2;0;0.192307692;5.2;85;442;0.17
REWE Markt;Schˆnhauser Allee 36-39, 10435 Berlin;4;15;6;0;3;0;1;2;9;0;1;2;0;1;0;0;1433;20;0;0;84;52.5388194;13.4128101;3.457016937;17;17;19;19;19;16;0;0;24;4;1;0.140610546;7.111842105;152;1081;0.14
EDEKA Schˆnhauser Allee;Schˆnhauser Allee 80, 10439 Berlin;3.8;14;8;0;3;4;0;1;6;0;1;4;0;0;0;1;738;10;0;0;62;52.5493742;13.4163307;4.518612312;13;13;13;13;13;13;0;1;13;11;2;0.212851406;4.698113208;106;498;0.18
REWE Markt;Schˆnwalder Str. 32-33, 13585 Berlin;3.9;32;22;2;4;5;3;8;10;0;0;1;1;0;0;0;921;15;0;0;67;52.5488918;13.2010292;12.50267555;16;16;16;16;17;17;0;0;47;17;5;0.194533762;5.140495868;121;622;0.33
REWE Markt;Siemensdamm 43-44, 13629 Berlin;4;14;4;0;2;2;0;0;10;0;1;1;1;0;0;0;583;5;0;0;26;52.536555;13.2745523;7.341791473;16;16;16;16;16;16;0;1;2;0;0;0.139479905;7.169491525;59;423;0.15
EDEKA Siemensstraﬂe;Siemensstraﬂe 21-23, 12247 Berlin;4.2;5;0;0;0;0;0;0;5;0;1;2;0;1;0;0;1548;20;0;0;92;52.4440366;13.3358115;8.528375391;17;17;19;19;19;16;0;0;12;1;0;0.110501567;9.04964539;141;1276;0.05
EDEKA Center Amthor;Siriusstraﬂe 1, 12524 Berlin;4.3;15;10;0;2;2;2;4;5;0;1;2;0;1;0;0;1686;25;0;0;71;52.4023983;13.5241883;16.10658686;15;15;15;15;15;15;0;0;14;0;0;0.083100559;12.03361345;119;1432;0.17
REWE Markt;Sˆmmeringstraﬂe 24-26, 10589 Berlin;4.3;11;1;0;0;0;0;1;10;0;0;1;1;0;0;0;1093;20;0;0;38;52.5234858;13.3067138;4.875155086;17.5;17.5;17.5;17.5;17.5;17.5;0;0;16;0;0;0.069892473;14.30769231;65;930;0.11
EDEKA G‰th;Steglitzer Damm 22, 12169 Berlin;3.6;15;12;0;4;5;1;2;3;0;1;2;0;1;0;0;531;20;0;0;71;52.4506789;13.339878;7.739298753;13;13;13;13;13;13;0;0;43;35;2;0.338414634;2.954954955;111;328;0.19
REWE Markt;Sterndamm 140, 12487 Berlin;2.9;20;18;3;3;5;3;4;2;0;1;2;0;1;0;0;204;15;0;0;67;52.4397583;13.4992682;11.85268167;15;15;15;15;15;15;0;0;56;41;3;0.977272727;1.023255814;86;88;0.22
REWE Markt;Sterndamm 31/33/35, 12487 Berlin;3.7;28;19;3;3;4;3;6;9;0;1;1;1;0;0;0;855;15;0;0;94;52.4508454;13.5087902;11.49012634;16;16;16;16;16;16;0;0;2;1;0;0.319311663;3.131736527;167;523;0.29
EDEKA Laurman;Steubenpl. 3-5, 14050 Berlin;3.6;23;15;4;3;4;2;2;8;0;0;2;0;1;0;0;251;15;0;0;38;52.5169254;13.2614989;7.872230811;15;15;15;15;15;15;0;0;6;5;1;0.359477124;2.781818182;55;153;0.26
EDEKA Straﬂburger Straﬂe;Straﬂburger Str. 9a-c, 10405 Berlin;4.2;22;18;3;3;7;3;2;4;0;1;3;0;0;1;0;485;20;0;0;24;52.52922;13.4135295;2.822166019;14;14;14;14;14;14;0;0;16;1;0;0.110824742;9.023255814;43;388;0.26
EDEKA Center Berlin ñ Streitstraﬂe;Streitstraﬂe 18, 13587 Berlin;4.1;18;13;0;4;4;3;2;5;0;1;2;0;1;0;0;2558;30;0;0;198;52.5590586;13.210833;12.26141939;15;15;15;15;15;15;0;0;57;6;1;0.161832061;6.179245283;318;1965;0.2
REWE Markt;S¸dwestkorso 36, 14197 Berlin;3.7;19;12;2;3;2;2;3;7;0;1;2;0;1;0;0;527;15;0;0;50;52.4685714;13.3117549;6.941188915;14;14;14;14;14;14;0;0;30;24;3;0.228915663;4.368421053;76;332;0.23
EDEKA Colombino;Sundgauer Str. 109, 14167 Berlin;3.9;20;12;0;4;4;3;1;8;0;1;2;0;1;0;0;639;15;0;0;63;52.4357931;13.2743105;11.37603688;15;15;15;15;15;15;0;0;18;9;1;0.191082803;5.233333333;90;471;0.22
EDEKA Tauernallee;Tauernallee 30-58, 12107 Berlin;3.9;6;3;0;2;0;0;1;3;0;1;2;0;1;0;0;338;15;0;0;25;52.4257678;13.401361;10.20213147;14;14;14;14;14;14;0;0;3;1;0;0.186440678;5.363636364;44;236;0.07
EDEKA Tempelhofer Damm;Tempelhofer Damm 198, 12099 Berlin;4.1;12;5;0;0;1;2;2;7;0;1;2;0;1;0;0;446;20;0;0;23;52.4586257;13.3832942;6.428668762;15;15;15;15;15;15;0;1;14;1;0;0.106936416;9.351351351;37;346;0.13
EDEKA Center Tempelhof;Tempelhofer Damm 227, 12099 Berlin;4.2;11;3;0;1;1;1;0;8;0;0;3;0;0;1;0;1329;15;0;0;60;52.4560148;13.3869808;6.737546718;13;13;13;13;13;13;0;1;7;0;0;0.099630996;10.03703704;108;1084;0.14
REWE Markt;Tempelhofer Weg 11, 12347 Berlin;4.3;23;13;0;5;3;1;4;10;0;1;2;0;1;0;0;871;15;0;0;37;52.4585139;13.4249056;7.182039872;15;15;15;15;15;15;0;0;27;1;0;0.066126856;15.12244898;49;741;0.26
EDEKA Banasik;Templiner Str. 13, 10119 Berlin;3.9;14;11;0;6;5;0;0;3;0;1;2;0;1;0;0;357;15;0;0;36;52.5319968;13.4077704;2.685123694;16;16;16;16;16;16;0;0;28;8;3;0.243137255;4.112903226;62;255;0.15
REWE Markt;Theodor-Heuss-Platz 6, 14052 Berlin;3.9;13;6;1;3;2;0;0;7;0;0;1;1;0;0;0;1078;20;0;0;73;52.510212;13.2725914;7.152933712;16;16;16;16;16;16;0;0;28;10;3;0.169859515;5.887218045;133;783;0.14
REWE Markt;Thiemannstraﬂe 9-11, 12059 Berlin;3.8;19;9;0;6;3;0;0;10;0;1;2;0;1;0;0;681;20;0;0;71;52.4786409;13.451021;6.499209796;15;15;15;15;15;15;0;0;8;6;1;0.261904762;3.818181818;121;462;0.21
REWE Markt;Tˆpchiner Weg 189-193, 12309 Berlin;3.9;5;0;0;0;0;0;0;5;0;1;1;1;0;0;0;481;20;0;0;31;52.4017843;13.413169;12.9700844;16;16;16;16;16;16;0;0;15;7;1;0.195906433;5.104477612;67;342;0.05
EDEKA Trabener Straﬂe;Trabener Str. 2, 14193 Berlin;4;13;9;1;4;4;0;0;4;0;1;2;0;1;0;0;269;15;0;0;9;52.4876659;13.2647136;8.292607781;14;14;14;14;14;14;0;0;8;1;0;0.14516129;6.888888889;27;186;0.16
EDEKA Viktoria-Luise-Platz;Viktoria-Luise-Platz 10, 10777 Berlin;3.7;10;8;2;2;0;2;2;2;0;0;2;0;1;0;0;297;15;0;0;27;52.4952543;13.3415495;3.387771101;14;14;14;14;14;14;0;0;1;1;0;0.269662921;3.708333333;48;178;0.12
REWE Markt;Vincent-van-Gogh-Straﬂe 18A, 13057 Berlin;4.1;27;17;2;3;4;3;5;10;0;1;2;0;1;0;0;676;15;0;0;42;52.565111;13.523567;11.27301251;15;15;15;15;15;15;0;0;20;1;0;0.131931166;7.579710145;69;523;0.3
REWE Markt;Volkradstraﬂe 32, 10319 Berlin;4;0;0;0;0;0;0;0;0;0;1;2;0;1;0;0;641;20;0;0;44;52.4998938;13.5076713;8.992705405;15;15;15;15;15;15;0;0;22;3;0;0.145833333;6.857142857;70;480;0
REWE Markt;Walther-Schreiber-Platz 1, 12161 Berlin;4.1;12;5;0;2;0;1;2;7;0;1;3;0;0;1;0;568;10;0;0;20;52.465898;13.3277331;6.551428736;13;13;13;13;13;13;0;1;16;2;1;0.096703297;10.34090909;44;455;0.15
EDEKA Bahnhof Lichtenberg;Weitlingstraﬂe 22, 10317 Berlin;3.9;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;2041;25;0;1;159;52.5094434;13.4971396;8.127084853;16;16;16;16;16;14;14;0;142;50;14;0.20935412;4.776595745;282;1347;0
REWE Markt;Weitlingstraﬂe 59-60, 10317 Berlin;4.3;28;18;2;6;3;3;4;10;0;1;1;1;0;0;0;1938;20;0;0;101;52.5053341;13.4961429;8.116180413;17.5;17.5;17.5;17.5;17.5;17.5;0;0;53;3;0;0.088915956;11.24657534;146;1642;0.27
EDEKA Gˆrner;Wendenschloﬂstraﬂe 324, 12557 Berlin;3.8;18;17;0;5;6;3;3;1;0;1;2;0;1;0;0;378;15;0;0;44;52.4283526;13.5846529;17.10915874;15;15;15;15;15;15;0;0;2;1;0;0.255905512;3.907692308;65;254;0.2
REWE Markt;Wendenschloﬂstraﬂe 354-358, 12557 Berlin;4.2;6;2;0;0;2;0;0;4;0;1;1;1;0;0;0;507;20;0;0;28;52.4252183;13.5846495;17.31133902;16;16;16;16;16;16;0;0;28;2;1;0.108695652;9.2;45;414;0.06
REWE Markt;Wildh¸terweg 42-46, 12353 Berlin;4.1;10;5;0;0;0;0;5;5;0;1;2;0;1;0;0;858;20;0;0;60;52.4220539;13.4488164;11.5441631;15;15;15;15;15;15;0;0;55;5;1;0.125925926;7.941176471;85;675;0.11
REWE Markt;Wollankstraﬂe 16, 13187 Berlin;4;16;7;0;0;3;0;4;9;0;1;2;0;1;0;0;1242;20;0;0;92;52.5663549;13.3954231;5.702482246;15;15;15;15;15;15;0;0;12;1;0;0.15625;6.4;145;928;0.18
REWE Markt;Wuhlestraﬂe 31, 12683 Berlin;4.2;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1157;20;0;0;56;52.5283264;13.5687854;13.01178646;16;16;16;16;16;16;0;0;11;1;0;0.10021322;9.978723404;94;938;0
EDEKA Boe;Zeltinger Pl. 8, 13465 Berlin;3.7;4;1;0;0;0;0;1;3;0;1;3;0;0;1;0;198;20;0;0;25;52.6329379;13.2906779;14.25906049;12;12;12;12;12;12;0;0;24;20;3;0.282442748;3.540540541;37;131;0.06
REWE Markt;Zepernicker Str. 10, 13125 Berlin;4.2;7;3;0;0;0;0;3;4;0;1;2;0;1;0;0;709;25;0;0;26;52.6407648;13.5154587;16.69979302;15;15;15;15;15;15;0;0;4;0;0;0.097972973;10.20689655;58;592;0.08
