BRAND;ADDRESS;RATING;UAB;UABWEEK;UABMON;UABTUE;UABWED;UABTHU;UABFRI;UABSAT;UABSUN;PARKLOT;OPENTIME;OPEN6AM;OPEN7AM;OPEN8AM;OPENAFTER8;REVIEWS;AVGTIME;WORK_24HRS;SUNDAYS;WORSTREVIEWS;lat;long;DISTCENT;Open_hour_Mo;Open_hour_Di;Open_hour_Mi;Open_hour_Do;Open_hour_Fr;Open_hour_Sa;Open_hour_So;COMCENTER;NUM_COMMENTS;NEG_COMMENTPRICE;NEG_COMMENTFOOD;NEGPOS_RATIO;POSNEG_RATIO;NEG_REVIEWS;POS_REVIEWS;perc_BH
Europa Market;Lietzenburger Str. 28, 10789 Berlin;4.1;2;0;0;0;0;0;0;2;0;0;4;0;0;0;1;49;15;0;0;6;52.4996872;13.3347372;3.447438573;12;12;12;12;12;12;0;0;3;0;0;0.184210526;5.428571429;7;38;0.03
EDEKA Stepaniak;Berliner Straﬂe 2, 10715 Berlin;3.9;6;5;1;3;0;1;0;1;0;1;3;0;0;1;0;251;15;0;0;11;52.4881084;13.3347696;4.277366232;12;12;12;14;12;10;0;0;2;1;0;0.138121547;7.24;25;181;0.08
REWE Markt;Turmstraﬂe 48, 10551 Berlin;3.9;9;2;0;2;0;0;0;7;0;0;1;1;0;0;0;892;15;0;0;72;52.5271831;13.3329052;3.268325022;18;18;18;14;18;17.5;0;0;4;1;0;0.188311688;5.310344828;116;616;0.09
EDEKA Jenaerstraﬂe;Jenaer Str. 27, 10717 Berlin;3.9;20;17;0;7;2;6;2;3;0;0;2;0;1;0;0;199;15;0;0;17;52.4908229;13.3359117;4.00591936;15;15;15;14;15;15;0;0;3;2;0;0.239130435;4.181818182;33;138;0.23
REWE;Konstanzer Str. 53, 10707 Berlin;3.8;18;9;0;5;2;0;2;9;0;1;1;1;0;0;0;664;15;0;0;59;52.4955664;13.3112297;5.059813261;18;18;18;14;18;17.5;0;0;17;6;1;0.233853007;4.276190476;105;449;0.17
REWE Markt;Bartningallee 3, 10557 Berlin;3.9;16;16;3;4;3;6;0;0;0;1;2;0;1;0;0;806;15;0;0;35;52.5187557;13.3422516;2.417370858;15;15;15;14;15;15;0;0;11;6;2;0.159340659;6.275862069;87;546;0.18
Sheriffs Beef nah & frisch Supermarkt;Kurf¸rstendamm 152, 10709 Berlin;4.5;3;1;0;0;0;0;1;2;0;0;3;0;0;1;0;320;15;0;0;10;52.4985782;13.301451;5.529401936;12;12;12;12;13;13;0;0;1;0;0;0.052631579;19;15;285;0.04
REWE Markt;Kurf¸rstendamm 142, 10709 Berlin;3.9;21;13;0;5;4;2;2;8;0;0;1;1;0;0;0;1189;20;0;0;71;52.4979084;13.2975544;5.802748218;18;18;18;14;18;17.5;0;0;42;21;8;0.15598549;6.410852713;129;827;0.2
EDEKA Zahl;Otto-Suhr-Allee 105, 10585 Berlin;3.8;10;8;0;2;4;0;2;2;0;0;2;0;1;0;0;455;15;0;0;44;52.5169547;13.3071702;4.778657178;15;15;15;14;15;15;0;0;33;29;4;0.29209622;3.423529412;85;291;0.11
ALDI Nord;Huttenstraﬂe 41-44, 10553 Berlin;4;27;18;0;7;4;2;5;9;0;1;2;0;1;0;0;709;20;0;0;50;52.5280277;13.3177036;4.269396501;14;14;14;14;14;14;0;0;41;7;1;0.128301887;7.794117647;68;530;0.32
EDEKA Meichsner-Gˆrse;Karlsbader Str. 17, 14193 Berlin;4;18;15;0;4;4;4;3;3;0;1;3;0;0;1;0;358;15;0;0;24;52.4784682;13.2818957;7.7377016;12;12;12;14;12;12;0;0;2;0;0;0.152941176;6.538461538;39;255;0.24
PENNY-Markt Discounter;Grunewaldstraﬂe 36-37, 10823 Berlin;3.8;8;2;0;2;0;0;0;6;0;1;2;0;1;0;0;580;15;0;0;36;52.489353;13.345754;3.697156924;15;15;15;14;15;15;0;0;25;11;2;0.188679245;5.3;70;371;0.09
REWE Markt;Alte Potsdamer Str. 7, 10785 Berlin;4.1;7;1;1;0;0;0;0;6;0;1;3;0;0;1;0;963;10;0;0;54;52.5063925;13.3738537;1.130618682;13.5;13.5;13.5;14;13.5;13.5;0;1;42;3;1;0.107284768;9.320987654;81;755;0.09
ALDI;Mall of Berlin, Leipziger Pl. 12, 10117 Berlin;4.1;9;3;0;1;1;1;0;6;0;1;4;0;0;0;1;1148;10;0;0;39;52.5102334;13.3795824;0.684481169;12;12;12;12;12;12;0;1;35;2;1;0.100115075;9.988505747;87;869;0.13
EDEKA Reiche;Blissestraﬂe 36, 10713 Berlin;3.3;10;8;2;2;0;2;2;2;0;1;3;0;0;1;0;465;15;0;0;80;52.4820554;13.3200971;5.454487266;12;12;12;14;12;10;0;0;27;19;5;0.620535714;1.611510791;139;224;0.14
PENNY-Markt Discounter;Leibnizstraﬂe 23, 10625 Berlin;3.9;13;8;2;2;3;1;0;5;0;0;2;0;1;0;0;610;15;0;0;38;52.5095059;13.3146698;4.336359555;15;15;15;14;15;15;0;0;13;5;2;0.162352941;6.15942029;69;425;0.15
REWE Markt;Europaplatz 1, 10557 Berlin;3.8;3;2;0;0;0;0;2;1;0;0;1;1;0;0;0;2029;20;0;1;186;52.5246935;13.3692935;1.09671448;16;16;16;14;16;16;14;1;39;35;4;0.226903178;4.407166124;307;1353;0.03
ALDI Nord;Theodor-Heuss-Platz 7, 14052 Berlin;3.8;35;26;3;5;7;4;7;9;0;1;2;0;1;0;0;916;20;0;0;66;52.508566;13.2721047;7.205412433;15;15;15;15;15;15;0;0;5;5;0;0.223880597;4.466666667;135;603;0.39
EDEKA Bahnhof S¸dkreuz;Hildegard-Knef-Platz 1, 10829 Berlin;4;7;0;0;0;0;0;0;0;7;0;1;1;0;0;0;2400;20;0;1;134;52.4763722;13.3648375;4.526740769;16;16;16;14;16;14;14;1;82;9;1;0.140430351;7.120967742;248;1766;0.07
ALDI Nord;F¸rstenbrunner Weg 50, 14059 Berlin;4.1;5;0;0;0;0;0;0;5;0;1;2;0;1;0;0;446;20;0;0;23;52.5236142;13.2803631;6.643932359;14;14;14;14;14;14;0;0;20;2;1;0.112044818;8.925;40;357;0.06
PENNY-Markt Discounter;Turmstraﬂe 68-69, 10551 Berlin;3.9;17;8;2;3;1;0;2;9;0;1;2;0;1;0;0;697;20;0;0;45;52.5268494;13.3318091;3.324042738;15;15;15;14;15;15;0;0;36;20;8;0.182590234;5.476744186;86;471;0.19
REWE;Invalidenstraﬂe 23-26, 10115 Berlin;4.4;5;1;0;1;0;0;0;4;0;0;2;0;1;0;0;1927;20;0;0;68;52.5321452;13.396972;2.196397604;16;16;16;14;16;16;0;0;27;1;0;0.063501484;15.74766355;107;1685;0.05
EDEKA Vaupel;Wiclefstraﬂe 60-62, 10551 Berlin;3.5;5;5;2;0;3;0;0;0;0;0;3;0;0;1;0;316;15;0;0;48;52.53013;13.3372101;3.146617437;12;12;12;14;12;12;0;0;41;31;5;0.430167598;2.324675325;77;179;0.07
EDEKA Sapphire;Chausseestraﬂe 43, 10115 Berlin;4.2;21;17;3;6;3;5;0;4;0;0;2;0;1;0;0;822;15;0;0;27;52.5341038;13.3789307;1.986431147;14;14;14;14;14;14;0;0;9;1;0;0.073099415;13.68;50;684;0.25
PENNY;Kurf¸rstendamm 156, 10709 Berlin;4.1;13;5;0;2;0;0;3;8;0;0;2;0;1;0;0;556;20;0;0;17;52.4985773;13.3034412;5.403653599;15;15;15;14;15;15;0;0;1;0;0;0.08490566;11.77777778;36;424;0.15
REWE City;Friedrichstraﬂe 60, 10117 Berlin;4.2;13;9;3;4;2;0;0;4;0;0;2;0;1;0;0;1315;20;0;0;45;52.5104998;13.3904447;1.076250298;16.5;16.5;16.5;14;16.5;16.5;0;0;16;1;0;0.08293613;12.05747126;87;1049;0.14
Nah und Gut Fischer;Kolonnenstraﬂe 10, 10829 Berlin;3.7;4;4;0;1;3;0;0;0;0;0;3;0;0;1;0;177;15;0;0;21;52.4857215;13.3618206;3.56744764;12;12;12;14;12;10;0;0;9;8;1;0.285714286;3.5;34;119;0.06
EDEKA Schatz;Sprengelstraﬂe 37, 13353 Berlin;3.2;12;9;2;2;2;1;2;3;0;1;3;0;0;1;0;566;15;0;0;113;52.5415643;13.3555916;3.188703208;12;12;12;14;12;12;0;0;41;39;2;0.619565217;1.614035088;171;276;0.16
EDEKA Moch;Grunerstraﬂe 20, 10179 Berlin;4.2;6;0;0;0;0;0;0;6;0;1;3;0;0;1;0;1460;15;0;0;72;52.5184957;13.4162341;2.621717947;13;13;13;14;13;13;0;1;30;2;1;0.088235294;11.33333333;105;1190;0.08
REWE Markt;Heidestraﬂe 41, 10557 Berlin;4.4;22;21;0;8;5;8;0;1;0;0;2;0;1;0;0;419;20;0;0;27;52.532377;13.3660115;1.959613421;15;15;15;14;15;15;0;0;16;0;0;0.111420613;8.975;40;359;0.25
The Market;Akazienstraﬂe 15, 10823 Berlin;4.3;3;3;0;0;0;3;0;0;0;0;2;0;1;0;0;29;10;0;0;3;52.4891087;13.3536914;3.434104297;18.5;18.5;18.5;18.5;20.5;20.5;0;0;2;0;0;0.12;8.333333333;3;25;0.03
Aldi Berlin Central;Berolinastraﬂe 7a, 10178 Berlin;4.3;7;7;3;0;0;4;0;0;0;0;2;0;1;0;0;480;20;0;0;15;52.5218285;13.4232076;3.143692179;14;14;14;14;14;14;0;0;5;0;0;0.075757576;13.2;30;396;0.08
Eurogida M¸llerstrasse;M¸llerstraﬂe 33, 13353 Berlin;4.1;5;0;0;0;0;0;0;5;0;0;2;0;1;0;0;924;20;0;0;58;52.5481703;13.3564688;3.830712099;13;13;13;13;13;13;0;0;52;5;1;0.145533141;6.871287129;101;694;0.06
Kiezmarkt;Groﬂe Hamburger Str. 39, 10115 Berlin;4;4;4;4;0;0;0;0;0;0;0;3;0;0;1;0;195;15;0;0;9;52.5267935;13.3985456;1.834089186;14;14;14;14;14;14;0;0;7;1;0;0.127659574;7.833333333;18;141;0.05
ASIA MIGHT - Market;Kurf¸rstenstraﬂe 33, 10785 Berlin;4.2;8;0;0;0;0;0;0;8;0;0;4;0;0;0;1;362;20;0;0;13;52.5001968;13.3615882;2.096598049;12;12;12;12;12;12;0;0;2;0;0;0.106164384;9.419354839;31;292;0.11
EDEKA Wirsich;Brixpl. 1-3, 14052 Berlin;3.6;13;8;1;3;2;2;0;5;0;1;2;0;1;0;0;295;15;0;0;35;52.5185374;13.2571155;8.17256712;13;13;13;14;13;13;0;0;3;2;0;0.337209302;2.965517241;58;172;0.17
ALDI Nord;Warnem¸nder Str. 8, 14199 Berlin;4.1;20;16;3;4;2;3;4;4;0;1;2;0;1;0;0;581;20;0;0;30;52.4732275;13.2904125;7.613462096;14;14;14;14;14;14;0;0;28;2;0;0.126106195;7.929824561;57;452;0.24
Alnatura Super Natur Markt;Konstanzer Str. 2, 10707 Berlin;4.4;11;7;0;3;3;0;1;4;0;0;3;0;0;1;0;209;15;0;0;10;52.4986835;13.3120438;4.860762337;13;13;13;13;13;13;0;0;4;0;0;0.064864865;15.41666667;12;185;0.14
REWE Markt;M¸llerstraﬂe 141, 13353 Berlin;3.9;10;1;0;1;0;0;0;9;0;1;2;0;1;0;0;890;15;0;0;76;52.5489798;13.3540563;3.977293885;15;15;15;14;15;15;0;1;62;23;2;0.190332326;5.253968254;126;662;0.11
EDEKA Treugut;B¸lowstraﬂe 83, 10783 Berlin;4.4;12;8;0;2;2;4;0;4;0;0;2;0;1;0;0;135;20;0;0;8;52.4980075;13.3627378;2.272341642;15;15;15;15;15;15;0;0;2;0;0;0.084745763;11.8;10;118;0.13
Denns BioMarkt;Grolmanstraﬂe 48, 10623 Berlin;3.6;3;2;0;2;0;0;0;1;0;0;3;0;0;1;0;36;15;0;0;9;52.5050732;13.3233234;3.889619425;13;13;13;14;13;13;0;0;4;4;0;0.458333333;2.181818182;11;24;0.04
Edeka;Rohrdamm 77, 13629 Berlin;3.9;16;11;1;3;5;2;0;5;0;0;3;0;0;1;0;106;10;0;0;9;52.5414798;13.2618732;8.331041157;12;12;12;12;12;12;0;0;7;2;0;0.228571429;4.375;16;70;0.22
REWE Markt;Rewe 40 0028 Ost, Sophie-Charlotten-Straﬂe 41, 14059 Berlin;5;10;0;0;0;0;0;0;10;0;1;2;0;1;0;0;1;20;0;0;0;52.5131917;13.287529;6.118476659;15;15;15;15;15;15;0;0;0;0;0;0;0;0;1;0.11
Kaufland Berlin-Reinickendorf;Ollenhauerstraﬂe 122, 13403 Berlin;4.1;7;0;0;0;0;0;0;7;0;1;2;0;1;0;0;3820;42.5;0;0;223;52.5676897;13.328805;6.611948938;17;17;17;14;17;16.5;0;0;120;11;1;0.127747253;7.827956989;372;2912;0.07
REWE Markt;Kurt-Schumacher-Damm 1-15, 13405 Berlin;3.9;21;16;0;8;6;2;0;5;0;1;2;0;1;0;0;1087;15;0;0;89;52.563078;13.3289199;6.168840542;15;15;15;14;15;15;0;1;14;7;3;0.189189189;5.285714286;147;777;0.24
ALDI Nord;Ollenhauerstraﬂe 106, 13403 Berlin;4.2;6;0;0;0;0;0;0;6;0;1;2;0;1;0;0;658;25;0;0;26;52.5707589;13.3279217;6.938610142;14;14;14;14;14;14;0;0;2;0;0;0.063985375;15.62857143;35;547;0.07
Netto Marken-Discount;Residenzstraﬂe 112, 13407 Berlin;3.7;19;10;1;3;4;0;2;9;0;1;2;0;1;0;0;765;20;0;0;78;52.5645523;13.3645712;5.44726216;15;15;15;15;15;15;0;0;45;40;1;0.318082789;3.143835616;146;459;0.21
REWE Markt;Emmentaler Str. 122-130, 13409 Berlin;4.1;17;7;2;3;2;0;0;10;0;1;2;0;1;0;0;1334;20;0;0;68;52.5717948;13.3654586;6.235786457;15;15;15;14;15;15;0;0;22;2;0;0.1132255;8.831932773;119;1051;0.19
ALDI Nord;Pankower Allee 17-19, 13409 Berlin;4;24;15;3;2;3;2;5;9;0;1;2;0;1;0;0;841;20;0;0;50;52.5642504;13.3667326;5.392008497;14;14;14;14;14;14;0;0;15;3;1;0.13495935;7.409638554;83;615;0.29
Nah und Gut Minh Nguyen;Gotthardstraﬂe 13-15, 13407 Berlin;4.6;3;0;0;0;0;0;0;3;0;0;3;0;0;1;0;76;15;0;0;2;52.5669478;13.3485815;5.975527075;11;11;11;11;11;10;0;0;1;0;0;0.057971014;17.25;4;69;0.05
Netto Marken-Discount;Scharnweberstraﬂe 120, 13405 Berlin;3.8;16;8;0;2;0;1;5;8;0;1;2;0;1;0;0;512;20;0;0;45;52.5648266;13.3219464;6.592581294;14;14;14;14;14;14;0;0;8;6;1;0.251497006;3.976190476;84;334;0.19
EDEKA Gˆrse & Meichsner;Eichborndamm 77-85, 13403 Berlin;4.4;15;8;0;4;1;3;0;7;0;1;2;0;1;0;0;2081;15;0;0;95;52.5757217;13.3144712;7.881367615;15;15;15;15;15;15;0;0;35;1;0;0.085650723;11.67532468;154;1798;0.17
ALDI Nord;Roedernallee 15-16, 13407 Berlin;4.2;7;3;0;0;0;0;3;4;0;1;2;0;1;0;0;561;20;0;0;15;52.58086;13.3470788;7.482485219;14;14;14;14;14;14;0;0;7;1;0;0.079646018;12.55555556;36;452;0.08
Edeka-Markt;Meller Bogen 2, 13403 Berlin;3.7;9;9;2;1;3;0;3;0;0;0;2;0;1;0;0;96;10;0;0;11;52.5705883;13.3211192;7.157558738;15;15;15;15;15;13;0;0;6;5;1;0.258064516;3.875;16;62;0.1
REWE Markt;Ernststraﬂe 7, 13509 Berlin;4.3;6;2;2;0;0;0;0;4;0;1;2;0;1;0;0;1073;20;0;0;37;52.5828888;13.2913725;9.441327439;15;15;15;14;15;15;0;0;10;0;0;0.064200218;15.57627119;59;919;0.07
PENNY;Residenzstraﬂe 11, 13409 Berlin;3.6;13;13;1;3;4;3;2;0;0;1;2;0;1;0;0;842;20;0;0;99;52.5720103;13.3594554;6.326225733;15;15;15;14;15;15;0;0;17;9;1;0.350104822;2.856287425;167;477;0.15
REWE Markt;Roedernallee 118, 13437 Berlin;3.9;15;7;0;3;2;0;2;8;0;1;2;0;1;0;0;723;15;0;0;52;52.5887526;13.3386774;8.489591957;15;15;15;14;15;15;0;0;15;7;2;0.172344689;5.802325581;86;499;0.17
EDEKA Frede;Ollenhauerstraﬂe 107, 13403 Berlin;4.2;5;1;0;0;0;0;1;4;0;1;2;0;1;0;0;1073;25;0;0;51;52.5701376;13.328056;6.873797359;14;14;14;14;14;14;0;0;40;3;1;0.085297419;11.72368421;76;891;0.06
Kaufland Berlin, Residenzstr.;Residenzstraﬂe 85, 13409 Berlin;4.1;16;4;0;0;0;0;4;12;0;1;2;0;1;0;0;3747;30;0;0;210;52.5589438;13.3737144;4.757544283;17;17;17;14;17;16.5;0;0;76;5;1;0.119750087;8.350724638;345;2881;0.16
EDEKA Residenzstraﬂe;Residenzstraﬂe 34, 13409 Berlin;3.6;15;12;0;4;6;0;2;3;0;1;2;0;1;0;0;437;15;0;0;47;52.5670852;13.3621322;5.753577976;13;13;13;14;13;13;0;1;35;29;6;0.323193916;3.094117647;85;263;0.19
EDEKA Schatz;Miraustraﬂe 62, 13509 Berlin;3.9;22;18;0;5;7;0;6;4;0;1;2;0;1;0;0;600;15;0;0;32;52.5858789;13.3077095;9.081986683;13;13;13;14;13;13;0;0;20;6;2;0.146853147;6.80952381;63;429;0.28
Eurogida Wittenau;Wilhelmsruher Damm 129, 13439 Berlin;3.8;7;0;0;0;0;0;0;7;0;1;3;0;0;1;0;443;10;0;0;54;52.5965454;13.35524;9.064078854;12;12;12;12;12;12;0;1;18;15;3;0.286206897;3.493975904;83;290;0.1
EDEKA Aras;Oraniendamm 6-10, 13469 Berlin;4;8;3;0;1;0;0;2;5;0;1;2;0;1;0;0;703;15;0;0;42;52.6076095;13.326442;10.74281029;13;13;13;14;14;14;0;0;12;1;0;0.144230769;6.933333333;75;520;0.1
Kaufland Berlin-Wittenau;Eichhorster Weg 96, 13435 Berlin;4.1;6;1;0;0;0;0;1;5;0;1;2;0;1;0;0;1568;42.5;0;0;77;52.603556;13.3354471;10.12818488;15;15;15;14;15;15;0;0;61;5;0;0.1104;9.057971014;138;1250;0.07
EDEKA Iden;Wilhelmsruher Damm 231, 13435 Berlin;4.2;18;13;0;5;4;0;4;5;0;1;0;0;0;0;0;2743;20;1;0;141;52.594792;13.3350537;9.204808001;17;12;0;14;0;23;0;0;48;5;1;0.103337906;9.67699115;226;2187;0.27
EDEKA Ulrich;Bernauer Str. 69-73, 13507 Berlin;3.9;14;9;1;3;0;5;0;5;0;1;2;0;1;0;0;631;20;0;0;57;52.5752098;13.2836179;9.143811961;15;15;15;14;15;15;0;0;7;3;0;0.207964602;4.808510638;94;452;0.16
REWE Markt;Am Borsigturm 2, 13507 Berlin;4;7;0;0;0;0;0;0;7;0;1;2;0;1;0;0;655;10;0;0;30;52.5847283;13.2863261;9.814532235;15;15;15;14;15;15;0;1;10;2;1;0.104294479;9.588235294;51;489;0.08
Lidl;Berliner Str. 141, 13467 Berlin;4.2;13;5;0;0;0;1;4;8;0;1;2;0;1;0;0;826;25;0;0;46;52.613077;13.3138348;11.61031807;14;14;14;14;14;14;0;0;32;3;0;0.09186747;10.8852459;61;664;0.16
EDEKA Bestvater;Zabel-Kr¸ger-Damm 29, 13469 Berlin;4.3;7;3;0;1;0;0;2;4;0;1;2;0;1;0;0;656;20;0;0;22;52.6096648;13.3288818;10.90843882;15;15;15;14;15;15;0;0;20;1;0;0.057866184;17.28125;32;553;0.08
Kaufland Berlin-M‰rkisches Viertel;Senftenberger Ring 15-17, 13439 Berlin;4;8;0;0;0;0;0;0;8;0;1;2;0;1;0;0;1180;20;0;0;82;52.5991143;13.354199;9.357830422;15;15;15;14;15;15;0;1;32;4;0;0.170387779;5.868965517;145;851;0.09
EDEKA Peth;Holl‰nderstraﬂe 70, 13407 Berlin;4.1;14;14;2;3;4;4;1;0;0;0;2;0;1;0;0;448;15;0;0;23;52.5630343;13.3430162;5.710525288;12;12;12;14;12;11;0;0;14;1;0;0.102040816;9.8;35;343;0.19
Alnatura Super Natur Markt;Ecke, Bernstorffstraﬂe 13a, 13507 Berlin;4.2;16;10;0;1;2;3;4;6;0;1;3;0;0;1;0;295;15;0;0;15;52.5914232;13.2862175;10.40787421;12;12;12;12;12;12;0;0;1;0;0;0.092369478;10.82608696;23;249;0.22
EDEKA Gˆrse & Meichsner;Hauptstraﬂe 23-27, 13158 Berlin;3.6;18;15;3;3;3;4;2;3;0;0;2;0;1;0;0;390;15;0;0;48;52.5864478;13.3678551;7.839995079;13;13;13;14;13;13;0;0;21;17;4;0.326086957;3.066666667;75;230;0.23
REWE Markt;Heinsestraﬂe 46-48, 13467 Berlin;3.9;25;22;1;6;6;6;3;3;0;1;2;0;1;0;0;115;15;0;0;8;52.6187377;13.3058706;12.3985087;15;15;15;15;15;15;0;0;7;3;0;0.182926829;5.466666667;15;82;0.28
EDEKA Fromm;M¸llerstraﬂe 127, 13349 Berlin;4.2;9;6;0;3;1;0;2;3;0;1;3;0;0;1;0;561;15;0;0;25;52.5526436;13.3475541;4.534161674;14;14;14;14;14;14;0;0;8;1;0;0.112831858;8.862745098;51;452;0.11
EDEKA Fromm;M¸llerstraﬂe 127, 13349 Berlin;4.2;18;9;0;6;3;0;0;9;0;1;3;0;0;1;0;561;20;0;0;25;52.5526436;13.3475541;4.534161674;14;14;14;14;14;14;0;0;10;1;0;0.112831858;8.862745098;51;452;0.21
EDEKA Pankow KG KW;Friedrich-Engels-Straﬂe 92-96, 13156 Berlin;3.9;11;7;3;3;1;0;0;4;0;1;2;0;1;0;0;395;15;0;0;36;52.5884104;13.3892151;8.067786876;13;13;13;14;13;13;0;0;27;11;3;0.185714286;5.384615385;52;280;0.14
REWE City;Glienicker Str. 6, 13467 Berlin;4.2;21;16;4;5;5;0;2;5;0;0;2;0;1;0;0;386;15;0;0;11;52.6176925;13.3084232;12.22430893;15;15;15;14;15;15;0;0;2;0;0;0.077160494;12.96;25;324;0.24
REWE Markt;Achillesstraﬂe 46, 13125 Berlin;3.9;11;9;2;0;0;7;0;2;0;1;2;0;1;0;0;769;20;0;0;54;52.6184176;13.48678;13.55573714;15;15;15;15;15;15;0;1;41;23;7;0.151943463;6.581395349;86;566;0.12
REWE Markt;Invalidenstraﬂe 23-26, 10115 Berlin;4.4;7;4;1;1;0;2;0;3;0;1;2;0;1;0;0;1944;20;0;0;69;52.5321244;13.3971152;2.200317221;16;16;16;14;16;16;0;0;67;3;0;0.063501484;15.74766355;107;1685;0.07
EDEKA Albrechtstraﬂe;Albrechtstr. 23, 12167 Berlin;3.6;12;7;1;2;0;4;0;5;0;1;2;0;1;0;0;619;15;0;0;78;52.4533711;13.3291102;7.738587087;14;14;14;14;14;14;0;1;37;31;6;0.324396783;3.082644628;121;373;0.14
EDEKA Voelker;Albrechtstr. 3, 12165 Berlin;3.8;22;20;4;5;4;7;0;2;0;1;3;0;0;1;0;700;15;0;0;69;52.4563722;13.3215837;7.677205187;16;16;18;18;18;15;0;1;17;4;1;0.235169492;4.252252252;111;472;0.22
SPAR Express;Alexanderplatz U-Bahnhof, 1, 10178 Berlin;2.8;0;0;0;0;0;0;0;0;0;1;4;0;0;0;1;58;10;0;0;22;52.5215313;13.4123996;2.421950464;0;0;0;0;0;0;0;1;20;17;2;1.125;0.888888889;27;24;0.01
REWE Markt;Alfred-Jung-Straﬂe 12, 10369 Berlin;4.2;2;2;0;2;0;0;0;0;0;1;2;0;1;0;0;356;15;0;0;14;52.5233043;13.4775486;6.808240928;15;15;15;15;15;15;0;0;8;1;0;0.089285714;11.2;25;280;0.02
ALDI Nord;Alfred-Kowalke-Straﬂe 2, 10315 Berlin;4.2;20;13;3;2;0;8;0;7;0;1;2;0;1;0;0;725;25;0;0;42;52.5044987;13.5164753;9.492846385;14;14;14;14;14;14;0;1;22;2;0;0.095400341;10.48214286;56;587;0.24
REWE Markt;Alfred-Kowalke-Straﬂe 2, 10315 Berlin;4;23;16;2;6;1;7;0;7;0;1;2;0;1;0;0;1035;20;0;0;87;52.5047457;13.515145;9.399769435;15;15;15;15;15;15;0;1;3;1;0;0.171834625;5.819548872;133;774;0.26
REWE Markt;Allee der Kosmonauten 196, 12685 Berlin;4;24;15;3;4;2;4;2;9;0;1;2;0;1;0;0;1391;20;0;0;107;52.5411881;13.5650296;12.98579213;15;15;15;15;15;15;0;1;37;7;2;0.16426513;6.087719298;171;1041;0.27
REWE Markt;Alt-Rudow 64, 12355 Berlin;4;20;16;3;5;2;6;0;4;0;1;1;1;0;0;0;640;20;0;0;33;52.4172709;13.4959121;13.62831992;16;16;16;16;16;16;0;0;13;2;0;0.143162393;6.985074627;67;468;0.21
Nah und Gut Brabanski;Alt-Tempelhof 31-33, 12103 Berlin;3.9;11;11;3;2;3;3;0;0;0;0;3;0;0;1;0;257;15;0;0;19;52.4655096;13.3834863;5.664753087;12;12;12;12;12;12;0;0;6;2;0;0.228571429;4.375;40;175;0.15
PENNY;Alt-Kaulsdorf 2, 12621 Berlin;4.2;11;7;1;1;3;1;1;4;0;1;2;0;1;0;0;354;20;0;0;11;52.5048512;13.5801077;13.77183336;13;13;13;13;13;13;0;0;4;0;0;0.081272085;12.30434783;23;283;0.14
ALDI Nord;Alt-Kaulsdorf 64, 12621 Berlin;4;15;12;3;4;0;5;0;3;0;1;2;0;1;0;0;246;25;0;0;12;52.5045603;13.590301;14.46255763;13;13;13;13;13;13;0;1;10;1;0;0.117318436;8.523809524;21;179;0.19
REWE Markt;Alt-Kaulsdorf 64, 12621 Berlin;3.9;11;6;0;0;1;5;0;5;0;1;2;0;1;0;0;674;20;0;0;51;52.504536;13.590525;14.47791995;15;15;15;15;15;15;0;1;35;18;7;0.165966387;6.025316456;79;476;0.12
EDEKA Alt-Lietzow;Alt-Lietzow 15 - 19, 10587 Berlin;4.2;15;8;0;2;3;3;0;7;0;1;3;0;0;1;0;481;20;0;0;27;52.5189994;13.3094947;4.630428332;13;13;13;13;13;13;0;0;23;2;0;0.119791667;8.347826087;46;384;0.19
PENNY;Alt-Mahlsdorf 48-49, 12623 Berlin;4.2;28;20;0;5;3;5;7;8;0;1;2;0;1;0;0;490;20;0;0;12;52.5049517;13.6195179;16.43146126;14;14;14;14;14;14;0;0;9;1;0;0.073604061;13.5862069;29;394;0.33
EDEKA Alt-Rudow;Alt-Rudow 72-74, 12355 Berlin;4.1;10;5;0;4;0;1;0;5;0;1;2;0;1;0;0;1169;25;0;0;69;52.4162472;13.4966141;13.74856586;15;15;15;15;15;15;0;0;21;2;0;0.124863089;8.00877193;114;913;0.11
EDEKA Hummel;Am Flugplatz Gatow 10, 14089 Berlin;4;32;24;2;5;4;9;4;8;0;1;2;0;1;0;0;458;15;0;0;32;52.4717174;13.1250616;17.82708761;14;14;14;14;14;14;0;0;23;5;1;0.149122807;6.705882353;51;342;0.38
PENNY;Am Kiesteich 61-63, 13589 Berlin;3.8;24;17;0;5;3;4;5;7;0;1;2;0;1;0;0;587;20;0;0;51;52.5505101;13.164068;14.96003622;15;15;15;15;15;15;0;0;44;35;4;0.214470284;4.662650602;83;387;0.27
EDEKA Center Brehm;An d. Schule 82, 12623 Berlin;4.6;10;3;0;0;0;3;0;7;0;1;3;0;0;1;0;2478;30;0;0;67;52.5056849;13.6145161;16.08728572;14;14;14;14;14;14;0;0;38;1;0;0.044532628;22.45544554;101;2268;0.12
REWE Markt;Angerburger Allee 45, 14055 Berlin;3.5;13;8;2;2;1;3;0;5;0;0;2;0;1;0;0;279;15;0;0;39;52.5093657;13.2220254;10.57480295;14;14;14;14;14;14;0;0;11;9;1;0.437908497;2.28358209;67;153;0.16
